Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,61.594204000000005,65.546776,61.100131999999995,63.735176,43.313835,3329100
2000-01-04,63.735176,63.735176,60.441371999999994,60.770752,41.299236,2361900
2000-01-05,60.60606,63.899868000000005,59.453228,63.899868000000005,43.425751,2375400
2000-01-06,62.088276,63.076416,61.594204000000005,62.58234399999999,42.530365,1650100
2000-01-07,62.58234399999999,65.217392,60.770752,64.06456,43.53767,2366900
2000-01-10,65.217392,65.217392,62.252964,62.58234399999999,42.530365,1913100
2000-01-11,62.911724,63.405795999999995,61.100131999999995,61.923584,42.082691,2243300
2000-01-12,61.264824,62.58234399999999,61.100131999999995,61.758892,41.97076,1156300
2000-01-13,61.923584,63.735176,60.93544,63.405795999999995,43.089985,1669000
2000-01-14,63.735176,64.06456,61.429512,62.088276,42.194599,1565700
2000-01-18,62.58234399999999,62.747036,61.429512,62.252964,42.30653,1336500
2000-01-19,61.758892,62.747036,58.465084,62.747036,42.642296,4073700
2000-01-20,61.923584,61.923584,59.61792,59.9473,40.739628,1628000
2000-01-21,60.441371999999994,60.441371999999994,57.971016000000006,58.300396,39.620399,1739200
2000-01-24,58.794468,59.9473,56.324112,57.312252,38.948864,2019300
2000-01-25,57.971016000000006,58.95915600000001,55.33596800000001,57.806324,39.284622,2594200
2000-01-26,58.794468,59.453228,57.641631999999994,57.971016000000006,39.396561,1849400
2000-01-27,58.794468,58.794468,55.33596800000001,56.4888,38.389259,1893900
2000-01-28,56.324112,56.4888,54.018443999999995,54.018443999999995,36.710434,1526400
2000-01-31,55.665348,55.830040000000004,54.347828,55.006588,37.381958000000004,1217800
2000-02-01,55.171276,55.994728,54.67720799999999,54.841896,37.270042,1222000
2000-02-02,55.830040000000004,56.818180000000005,55.006588,55.171276,37.493881,1328500
2000-02-03,56.15942,57.312252,55.500659999999996,57.312252,38.948864,1515800
2000-02-04,57.971016000000006,58.465084,56.818180000000005,57.971016000000006,39.396561,1387600
2000-02-07,57.806324,57.971016000000006,56.818180000000005,57.147564,38.836945,883800
2000-02-08,57.147564,58.794468,55.830040000000004,57.312252,38.948864,1615100
2000-02-09,57.971016000000006,58.95915600000001,56.324112,56.982872,38.725025,1809900
2000-02-10,56.65349200000001,56.65349200000001,54.018443999999995,54.67720799999999,37.158127,2832600
2000-02-11,55.006588,55.006588,53.030304,53.359683999999994,36.262749,1871300
2000-02-14,55.33596800000001,58.300396,55.006588,57.971016000000006,39.396561,2965900
2000-02-15,58.465084,59.123847999999995,56.15942,58.629776,39.844246000000005,2332000
2000-02-16,57.312252,57.641631999999994,56.15942,56.4888,38.389259,1130400
2000-02-17,57.147564,57.312252,54.841896,55.006588,37.381958000000004,1654300
2000-02-18,55.006588,55.665348,54.512516000000005,55.33596800000001,37.605796999999995,1303800
2000-02-22,55.171276,55.665348,54.347828,55.171276,37.493881,1291800
2000-02-23,55.33596800000001,55.830040000000004,54.183136,54.347828,36.93428,1408000
2000-02-24,54.512516000000005,54.512516000000005,52.865612,53.689064,36.486588,1697400
2000-02-25,53.359683999999994,54.841896,52.700924,53.030304,36.038897999999996,2419100
2000-02-28,53.194992000000006,54.67720799999999,52.865612,54.67720799999999,37.158127,1479400
2000-02-29,53.194992000000006,63.241108,53.194992000000006,57.312252,38.948864,3189600
2000-03-01,58.465084,58.465084,54.841896,56.818180000000005,38.971462,1878400
2000-03-02,56.65349200000001,56.982872,54.67720799999999,55.830040000000004,38.293690000000005,1558100
2000-03-03,56.65349200000001,57.806324,55.006588,55.171276,37.841854,1521400
2000-03-06,55.33596800000001,56.818180000000005,55.33596800000001,56.65349200000001,38.858498,1540700
2000-03-07,56.818180000000005,57.641631999999994,54.018443999999995,54.512516000000005,37.390018,1963200
2000-03-08,54.841896,56.15942,53.524376000000004,55.994728,38.406662,2370700
2000-03-09,55.994728,63.241108,54.67720799999999,59.288536,40.665867,7912000
2000-03-10,60.441371999999994,64.229248,59.9473,64.06456,43.941742,5967200
2000-03-13,61.923584,65.876152,60.93544,64.55863199999999,44.280621000000004,3283800
2000-03-14,63.899868000000005,64.888008,60.770752,61.264824,42.021412,3724600
2000-03-15,62.911724,68.5112,62.088276,67.19367199999999,46.087994,4970500
2000-03-16,69.499344,69.993416,66.534912,67.52305600000001,46.313919,4214700
2000-03-17,66.534912,68.346512,66.370224,68.017128,46.652798,2210700
